"year","period","periodName","value","state","quarter","annual"
"1976","M10","October","5.5","IN",NA,NA
"1976","M11","November","5.6","IN",NA,NA
"1976","M12","December","5.3","IN","4","1"
"1977","M01","January","6.2","IN",NA,NA
"1977","M02","February","7.2","IN",NA,NA
"1977","M03","March","6.3","IN","1",NA
"1977","M04","April","5.2","IN",NA,NA
"1977","M05","May","5.2","IN",NA,NA
"1977","M06","June","6.2","IN","2",NA
"1977","M07","July","5.8","IN",NA,NA
"1977","M08","August","5.8","IN",NA,NA
"1977","M09","September","5.5","IN","3",NA
"1977","M10","October","5.2","IN",NA,NA
"1977","M11","November","5.6","IN",NA,NA
"1977","M12","December","5.4","IN","4","1"
"1978","M01","January","6.2","IN",NA,NA
"1978","M02","February","6.4","IN",NA,NA
"1978","M03","March","6.4","IN","1",NA
"1978","M04","April","5.5","IN",NA,NA
"1978","M05","May","5.3","IN",NA,NA
"1978","M06","June","5.6","IN","2",NA
"1978","M07","July","5.6","IN",NA,NA
"1978","M08","August","5.3","IN",NA,NA
"1978","M09","September","5.2","IN","3",NA
"1978","M10","October","5.0","IN",NA,NA
"1978","M11","November","5.2","IN",NA,NA
"1978","M12","December","5.4","IN","4","1"
"1979","M01","January","5.9","IN",NA,NA
"1979","M02","February","6.4","IN",NA,NA
"1979","M03","March","6.2","IN","1",NA
"1979","M04","April","5.6","IN",NA,NA
"1979","M05","May","5.6","IN",NA,NA
"1979","M06","June","6.3","IN","2",NA
"1979","M07","July","6.4","IN",NA,NA
"1979","M08","August","7.0","IN",NA,NA
"1979","M09","September","6.7","IN","3",NA
"1979","M10","October","6.9","IN",NA,NA
"1979","M11","November","6.9","IN",NA,NA
"1979","M12","December","7.7","IN","4","1"
"1980","M01","January","8.8","IN",NA,NA
"1980","M02","February","9.1","IN",NA,NA
"1980","M03","March","9.3","IN","1",NA
"1980","M04","April","9.5","IN",NA,NA
"1980","M05","May","10.1","IN",NA,NA
"1980","M06","June","11.1","IN","2",NA
"1980","M07","July","10.7","IN",NA,NA
"1980","M08","August","10.4","IN",NA,NA
"1980","M09","September","9.3","IN","3",NA
"1980","M10","October","9.1","IN",NA,NA
"1980","M11","November","9.2","IN",NA,NA
"1980","M12","December","9.1","IN","4","1"
"1981","M01","January","10.3","IN",NA,NA
"1981","M02","February","10.3","IN",NA,NA
"1981","M03","March","10.0","IN","1",NA
"1981","M04","April","9.3","IN",NA,NA
"1981","M05","May","9.5","IN",NA,NA
"1981","M06","June","9.6","IN","2",NA
"1981","M07","July","9.2","IN",NA,NA
"1981","M08","August","9.2","IN",NA,NA
"1981","M09","September","9.2","IN","3",NA
"1981","M10","October","9.9","IN",NA,NA
"1981","M11","November","10.5","IN",NA,NA
"1981","M12","December","11.5","IN","4","1"
"1982","M01","January","12.4","IN",NA,NA
"1982","M02","February","12.5","IN",NA,NA
"1982","M03","March","12.5","IN","1",NA
"1982","M04","April","11.8","IN",NA,NA
"1982","M05","May","11.4","IN",NA,NA
"1982","M06","June","11.6","IN","2",NA
"1982","M07","July","11.5","IN",NA,NA
"1982","M08","August","11.4","IN",NA,NA
"1982","M09","September","11.4","IN","3",NA
"1982","M10","October","11.9","IN",NA,NA
"1982","M11","November","12.7","IN",NA,NA
"1982","M12","December","12.7","IN","4","1"
"1983","M01","January","13.4","IN",NA,NA
"1983","M02","February","13.3","IN",NA,NA
"1983","M03","March","12.7","IN","1",NA
"1983","M04","April","11.5","IN",NA,NA
"1983","M05","May","11.2","IN",NA,NA
"1983","M06","June","11.3","IN","2",NA
"1983","M07","July","10.4","IN",NA,NA
"1983","M08","August","10.7","IN",NA,NA
"1983","M09","September","10.1","IN","3",NA
"1983","M10","October","10.1","IN",NA,NA
"1983","M11","November","10.0","IN",NA,NA
"1983","M12","December","9.8","IN","4","1"
"1984","M01","January","10.6","IN",NA,NA
"1984","M02","February","10.0","IN",NA,NA
"1984","M03","March","9.8","IN","1",NA
"1984","M04","April","8.8","IN",NA,NA
"1984","M05","May","8.2","IN",NA,NA
"1984","M06","June","7.6","IN","2",NA
"1984","M07","July","7.6","IN",NA,NA
"1984","M08","August","7.7","IN",NA,NA
"1984","M09","September","7.8","IN","3",NA
"1984","M10","October","8.0","IN",NA,NA
"1984","M11","November","8.2","IN",NA,NA
"1984","M12","December","8.5","IN","4","1"
"1985","M01","January","9.4","IN",NA,NA
"1985","M02","February","9.3","IN",NA,NA
"1985","M03","March","8.7","IN","1",NA
"1985","M04","April","7.9","IN",NA,NA
"1985","M05","May","7.9","IN",NA,NA
"1985","M06","June","7.9","IN","2",NA
"1985","M07","July","7.4","IN",NA,NA
"1985","M08","August","7.1","IN",NA,NA
"1985","M09","September","6.9","IN","3",NA
"1985","M10","October","7.0","IN",NA,NA
"1985","M11","November","7.0","IN",NA,NA
"1985","M12","December","7.0","IN","4","1"
"1986","M01","January","7.3","IN",NA,NA
"1986","M02","February","8.0","IN",NA,NA
"1986","M03","March","7.8","IN","1",NA
"1986","M04","April","7.1","IN",NA,NA
"1986","M05","May","7.2","IN",NA,NA
"1986","M06","June","6.8","IN","2",NA
"1986","M07","July","6.1","IN",NA,NA
"1986","M08","August","6.2","IN",NA,NA
"1986","M09","September","6.4","IN","3",NA
"1986","M10","October","6.3","IN",NA,NA
"1986","M11","November","6.7","IN",NA,NA
"1986","M12","December","6.5","IN","4","1"
"1987","M01","January","7.6","IN",NA,NA
"1987","M02","February","7.5","IN",NA,NA
"1987","M03","March","7.2","IN","1",NA
"1987","M04","April","6.5","IN",NA,NA
"1987","M05","May","6.5","IN",NA,NA
"1987","M06","June","6.2","IN","2",NA
"1987","M07","July","5.7","IN",NA,NA
"1987","M08","August","5.9","IN",NA,NA
"1987","M09","September","5.5","IN","3",NA
"1987","M10","October","5.5","IN",NA,NA
"1987","M11","November","5.4","IN",NA,NA
"1987","M12","December","5.3","IN","4","1"
"1988","M01","January","6.0","IN",NA,NA
"1988","M02","February","6.0","IN",NA,NA
"1988","M03","March","5.9","IN","1",NA
"1988","M04","April","5.0","IN",NA,NA
"1988","M05","May","5.2","IN",NA,NA
"1988","M06","June","4.8","IN","2",NA
"1988","M07","July","5.0","IN",NA,NA
"1988","M08","August","5.2","IN",NA,NA
"1988","M09","September","4.9","IN","3",NA
"1988","M10","October","4.9","IN",NA,NA
"1988","M11","November","5.2","IN",NA,NA
"1988","M12","December","5.0","IN","4","1"
"1989","M01","January","5.7","IN",NA,NA
"1989","M02","February","5.2","IN",NA,NA
"1989","M03","March","4.8","IN","1",NA
"1989","M04","April","4.4","IN",NA,NA
"1989","M05","May","4.4","IN",NA,NA
"1989","M06","June","4.6","IN","2",NA
"1989","M07","July","4.5","IN",NA,NA
"1989","M08","August","4.5","IN",NA,NA
"1989","M09","September","4.6","IN","3",NA
"1989","M10","October","4.9","IN",NA,NA
"1989","M11","November","5.3","IN",NA,NA
"1989","M12","December","5.2","IN","4","1"
"1990","M01","January","5.8","IN",NA,NA
"1990","M02","February","6.1","IN",NA,NA
"1990","M03","March","5.9","IN","1",NA
"1990","M04","April","5.4","IN",NA,NA
"1990","M05","May","5.1","IN",NA,NA
"1990","M06","June","4.8","IN","2",NA
"1990","M07","July","4.8","IN",NA,NA
"1990","M08","August","5.1","IN",NA,NA
"1990","M09","September","4.8","IN","3",NA
"1990","M10","October","4.7","IN",NA,NA
"1990","M11","November","5.4","IN",NA,NA
"1990","M12","December","5.6","IN","4","1"
"1991","M01","January","6.7","IN",NA,NA
"1991","M02","February","7.1","IN",NA,NA
"1991","M03","March","7.5","IN","1",NA
"1991","M04","April","5.9","IN",NA,NA
"1991","M05","May","6.2","IN",NA,NA
"1991","M06","June","6.1","IN","2",NA
"1991","M07","July","5.6","IN",NA,NA
"1991","M08","August","5.4","IN",NA,NA
"1991","M09","September","5.0","IN","3",NA
"1991","M10","October","5.1","IN",NA,NA
"1991","M11","November","5.4","IN",NA,NA
"1991","M12","December","5.8","IN","4","1"
"1992","M01","January","6.9","IN",NA,NA
"1992","M02","February","7.2","IN",NA,NA
"1992","M03","March","7.0","IN","1",NA
"1992","M04","April","6.3","IN",NA,NA
"1992","M05","May","6.8","IN",NA,NA
"1992","M06","June","7.2","IN","2",NA
"1992","M07","July","6.9","IN",NA,NA
"1992","M08","August","6.6","IN",NA,NA
"1992","M09","September","6.1","IN","3",NA
"1992","M10","October","5.5","IN",NA,NA
"1992","M11","November","5.9","IN",NA,NA
"1992","M12","December","6.1","IN","4","1"
"1993","M01","January","6.9","IN",NA,NA
"1993","M02","February","6.9","IN",NA,NA
"1993","M03","March","6.4","IN","1",NA
"1993","M04","April","6.0","IN",NA,NA
"1993","M05","May","6.2","IN",NA,NA
"1993","M06","June","6.3","IN","2",NA
"1993","M07","July","4.7","IN",NA,NA
"1993","M08","August","4.1","IN",NA,NA
"1993","M09","September","3.9","IN","3",NA
"1993","M10","October","4.2","IN",NA,NA
"1993","M11","November","4.3","IN",NA,NA
"1993","M12","December","4.7","IN","4","1"
"1994","M01","January","5.9","IN",NA,NA
"1994","M02","February","5.8","IN",NA,NA
"1994","M03","March","5.7","IN","1",NA
"1994","M04","April","5.0","IN",NA,NA
"1994","M05","May","4.7","IN",NA,NA
"1994","M06","June","4.8","IN","2",NA
"1994","M07","July","5.0","IN",NA,NA
"1994","M08","August","4.8","IN",NA,NA
"1994","M09","September","4.3","IN","3",NA
"1994","M10","October","4.4","IN",NA,NA
"1994","M11","November","4.1","IN",NA,NA
"1994","M12","December","4.0","IN","4","1"
"1995","M01","January","4.9","IN",NA,NA
"1995","M02","February","4.8","IN",NA,NA
"1995","M03","March","5.1","IN","1",NA
"1995","M04","April","5.0","IN",NA,NA
"1995","M05","May","4.8","IN",NA,NA
"1995","M06","June","4.7","IN","2",NA
"1995","M07","July","4.6","IN",NA,NA
"1995","M08","August","4.4","IN",NA,NA
"1995","M09","September","4.0","IN","3",NA
"1995","M10","October","4.1","IN",NA,NA
"1995","M11","November","4.3","IN",NA,NA
"1995","M12","December","4.3","IN","4","1"
"1996","M01","January","5.3","IN",NA,NA
"1996","M02","February","4.9","IN",NA,NA
"1996","M03","March","4.8","IN","1",NA
"1996","M04","April","4.3","IN",NA,NA
"1996","M05","May","4.4","IN",NA,NA
"1996","M06","June","4.1","IN","2",NA
"1996","M07","July","4.2","IN",NA,NA
"1996","M08","August","3.6","IN",NA,NA
"1996","M09","September","3.4","IN","3",NA
"1996","M10","October","3.2","IN",NA,NA
"1996","M11","November","3.3","IN",NA,NA
"1996","M12","December","3.3","IN","4","1"
"1997","M01","January","3.9","IN",NA,NA
"1997","M02","February","3.9","IN",NA,NA
"1997","M03","March","4.0","IN","1",NA
"1997","M04","April","3.3","IN",NA,NA
"1997","M05","May","3.4","IN",NA,NA
"1997","M06","June","3.6","IN","2",NA
"1997","M07","July","3.4","IN",NA,NA
"1997","M08","August","3.6","IN",NA,NA
"1997","M09","September","3.4","IN","3",NA
"1997","M10","October","3.3","IN",NA,NA
"1997","M11","November","3.2","IN",NA,NA
"1997","M12","December","3.3","IN","4","1"
"1998","M01","January","3.8","IN",NA,NA
"1998","M02","February","3.6","IN",NA,NA
"1998","M03","March","3.7","IN","1",NA
"1998","M04","April","2.5","IN",NA,NA
"1998","M05","May","2.7","IN",NA,NA
"1998","M06","June","3.0","IN","2",NA
"1998","M07","July","2.9","IN",NA,NA
"1998","M08","August","3.0","IN",NA,NA
"1998","M09","September","3.0","IN","3",NA
"1998","M10","October","2.9","IN",NA,NA
"1998","M11","November","3.0","IN",NA,NA
"1998","M12","December","3.0","IN","4","1"
"1999","M01","January","3.4","IN",NA,NA
"1999","M02","February","3.5","IN",NA,NA
"1999","M03","March","3.1","IN","1",NA
"1999","M04","April","2.8","IN",NA,NA
"1999","M05","May","2.8","IN",NA,NA
"1999","M06","June","3.1","IN","2",NA
"1999","M07","July","2.9","IN",NA,NA
"1999","M08","August","3.0","IN",NA,NA
"1999","M09","September","2.9","IN","3",NA
"1999","M10","October","2.8","IN",NA,NA
"1999","M11","November","3.1","IN",NA,NA
"1999","M12","December","3.1","IN","4","1"
"2000","M01","January","3.6","IN",NA,NA
"2000","M02","February","3.8","IN",NA,NA
"2000","M03","March","3.8","IN","1",NA
"2000","M04","April","3.0","IN",NA,NA
"2000","M05","May","3.2","IN",NA,NA
"2000","M06","June","3.3","IN","2",NA
"2000","M07","July","3.3","IN",NA,NA
"2000","M08","August","3.1","IN",NA,NA
"2000","M09","September","2.3","IN","3",NA
"2000","M10","October","2.2","IN",NA,NA
"2000","M11","November","2.7","IN",NA,NA
"2000","M12","December","2.9","IN","4","1"
"2001","M01","January","4.1","IN",NA,NA
"2001","M02","February","4.0","IN",NA,NA
"2001","M03","March","4.2","IN","1",NA
"2001","M04","April","3.7","IN",NA,NA
"2001","M05","May","3.6","IN",NA,NA
"2001","M06","June","4.1","IN","2",NA
"2001","M07","July","4.1","IN",NA,NA
"2001","M08","August","4.4","IN",NA,NA
"2001","M09","September","4.1","IN","3",NA
"2001","M10","October","4.5","IN",NA,NA
"2001","M11","November","5.0","IN",NA,NA
"2001","M12","December","5.2","IN","4","1"
"2002","M01","January","6.1","IN",NA,NA
"2002","M02","February","5.9","IN",NA,NA
"2002","M03","March","5.8","IN","1",NA
"2002","M04","April","5.3","IN",NA,NA
"2002","M05","May","5.0","IN",NA,NA
"2002","M06","June","5.4","IN","2",NA
"2002","M07","July","5.2","IN",NA,NA
"2002","M08","August","5.0","IN",NA,NA
"2002","M09","September","4.4","IN","3",NA
"2002","M10","October","4.5","IN",NA,NA
"2002","M11","November","4.9","IN",NA,NA
"2002","M12","December","4.8","IN","4","1"
"2003","M01","January","5.5","IN",NA,NA
"2003","M02","February","5.6","IN",NA,NA
"2003","M03","March","5.5","IN","1",NA
"2003","M04","April","5.0","IN",NA,NA
"2003","M05","May","5.1","IN",NA,NA
"2003","M06","June","5.7","IN","2",NA
"2003","M07","July","5.8","IN",NA,NA
"2003","M08","August","5.4","IN",NA,NA
"2003","M09","September","5.0","IN","3",NA
"2003","M10","October","4.8","IN",NA,NA
"2003","M11","November","5.0","IN",NA,NA
"2003","M12","December","5.0","IN","4","1"
"2004","M01","January","5.9","IN",NA,NA
"2004","M02","February","5.8","IN",NA,NA
"2004","M03","March","5.9","IN","1",NA
"2004","M04","April","5.0","IN",NA,NA
"2004","M05","May","5.1","IN",NA,NA
"2004","M06","June","5.3","IN","2",NA
"2004","M07","July","5.5","IN",NA,NA
"2004","M08","August","5.1","IN",NA,NA
"2004","M09","September","4.8","IN","3",NA
"2004","M10","October","5.1","IN",NA,NA
"2004","M11","November","5.3","IN",NA,NA
"2004","M12","December","5.5","IN","4","1"
"2005","M01","January","6.2","IN",NA,NA
"2005","M02","February","6.5","IN",NA,NA
"2005","M03","March","6.0","IN","1",NA
"2005","M04","April","5.3","IN",NA,NA
"2005","M05","May","5.2","IN",NA,NA
"2005","M06","June","5.4","IN","2",NA
"2005","M07","July","5.4","IN",NA,NA
"2005","M08","August","5.2","IN",NA,NA
"2005","M09","September","5.2","IN","3",NA
"2005","M10","October","5.0","IN",NA,NA
"2005","M11","November","5.3","IN",NA,NA
"2005","M12","December","5.2","IN","4","1"
"2006","M01","January","5.4","IN",NA,NA
"2006","M02","February","5.8","IN",NA,NA
"2006","M03","March","5.4","IN","1",NA
"2006","M04","April","5.0","IN",NA,NA
"2006","M05","May","5.1","IN",NA,NA
"2006","M06","June","5.1","IN","2",NA
"2006","M07","July","5.4","IN",NA,NA
"2006","M08","August","5.1","IN",NA,NA
"2006","M09","September","4.6","IN","3",NA
"2006","M10","October","4.3","IN",NA,NA
"2006","M11","November","4.6","IN",NA,NA
"2006","M12","December","4.6","IN","4","1"
"2007","M01","January","5.4","IN",NA,NA
"2007","M02","February","5.3","IN",NA,NA
"2007","M03","March","4.8","IN","1",NA
"2007","M04","April","4.4","IN",NA,NA
"2007","M05","May","4.2","IN",NA,NA
"2007","M06","June","4.5","IN","2",NA
"2007","M07","July","4.6","IN",NA,NA
"2007","M08","August","4.4","IN",NA,NA
"2007","M09","September","4.2","IN","3",NA
"2007","M10","October","4.0","IN",NA,NA
"2007","M11","November","4.3","IN",NA,NA
"2007","M12","December","4.7","IN","4","1"
"2008","M01","January","5.3","IN",NA,NA
"2008","M02","February","5.3","IN",NA,NA
"2008","M03","March","5.4","IN","1",NA
"2008","M04","April","4.6","IN",NA,NA
"2008","M05","May","5.2","IN",NA,NA
"2008","M06","June","5.7","IN","2",NA
"2008","M07","July","6.1","IN",NA,NA
"2008","M08","August","6.2","IN",NA,NA
"2008","M09","September","5.7","IN","3",NA
"2008","M10","October","6.2","IN",NA,NA
"2008","M11","November","6.8","IN",NA,NA
"2008","M12","December","8.1","IN","4","1"
"2009","M01","January","9.7","IN",NA,NA
"2009","M02","February","10.4","IN",NA,NA
"2009","M03","March","10.7","IN","1",NA
"2009","M04","April","9.9","IN",NA,NA
"2009","M05","May","10.4","IN",NA,NA
"2009","M06","June","10.8","IN","2",NA
"2009","M07","July","10.5","IN",NA,NA
"2009","M08","August","10.3","IN",NA,NA
"2009","M09","September","10.0","IN","3",NA
"2009","M10","October","10.2","IN",NA,NA
"2009","M11","November","10.1","IN",NA,NA
"2009","M12","December","10.7","IN","4","1"
"2010","M01","January","11.8","IN",NA,NA
"2010","M02","February","11.8","IN",NA,NA
"2010","M03","March","11.6","IN","1",NA
"2010","M04","April","10.6","IN",NA,NA
"2010","M05","May","10.3","IN",NA,NA
"2010","M06","June","10.4","IN","2",NA
"2010","M07","July","10.3","IN",NA,NA
"2010","M08","August","10.1","IN",NA,NA
"2010","M09","September","9.5","IN","3",NA
"2010","M10","October","9.3","IN",NA,NA
"2010","M11","November","9.6","IN",NA,NA
"2010","M12","December","9.2","IN","4","1"
"2011","M01","January","10.0","IN",NA,NA
"2011","M02","February","9.6","IN",NA,NA
"2011","M03","March","9.2","IN","1",NA
"2011","M04","April","8.4","IN",NA,NA
"2011","M05","May","8.7","IN",NA,NA
"2011","M06","June","9.3","IN","2",NA
"2011","M07","July","9.4","IN",NA,NA
"2011","M08","August","9.4","IN",NA,NA
"2011","M09","September","9.0","IN","3",NA
"2011","M10","October","8.9","IN",NA,NA
"2011","M11","November","8.7","IN",NA,NA
"2011","M12","December","8.7","IN","4","1"
"2012","M01","January","9.2","IN",NA,NA
"2012","M02","February","9.1","IN",NA,NA
"2012","M03","March","8.6","IN","1",NA
"2012","M04","April","7.7","IN",NA,NA
"2012","M05","May","8.0","IN",NA,NA
"2012","M06","June","8.4","IN","2",NA
"2012","M07","July","8.6","IN",NA,NA
"2012","M08","August","8.4","IN",NA,NA
"2012","M09","September","7.7","IN","3",NA
"2012","M10","October","7.8","IN",NA,NA
"2012","M11","November","8.0","IN",NA,NA
"2012","M12","December","8.5","IN","4","1"
"2013","M01","January","9.5","IN",NA,NA
"2013","M02","February","9.0","IN",NA,NA
"2013","M03","March","8.4","IN","1",NA
"2013","M04","April","7.4","IN",NA,NA
"2013","M05","May","7.7","IN",NA,NA
"2013","M06","June","8.1","IN","2",NA
"2013","M07","July","7.7","IN",NA,NA
"2013","M08","August","7.4","IN",NA,NA
"2013","M09","September","6.9","IN","3",NA
"2013","M10","October","6.9","IN",NA,NA
"2013","M11","November","6.6","IN",NA,NA
"2013","M12","December","6.3","IN","4","1"
"2014","M01","January","6.6","IN",NA,NA
"2014","M02","February","7.0","IN",NA,NA
"2014","M03","March","6.6","IN","1",NA
"2014","M04","April","5.5","IN",NA,NA
"2014","M05","May","5.9","IN",NA,NA
"2014","M06","June","5.9","IN","2",NA
"2014","M07","July","6.2","IN",NA,NA
"2014","M08","August","6.0","IN",NA,NA
"2014","M09","September","5.4","IN","3",NA
"2014","M10","October","5.5","IN",NA,NA
"2014","M11","November","5.6","IN",NA,NA
"2014","M12","December","5.4","IN","4","1"
"2015","M01","January","6.2","IN",NA,NA
"2015","M02","February","5.7","IN",NA,NA
"2015","M03","March","5.2","IN","1",NA
"2015","M04","April","4.4","IN",NA,NA
"2015","M05","May","4.8","IN",NA,NA
"2015","M06","June","4.9","IN","2",NA
"2015","M07","July","4.8","IN",NA,NA
"2015","M08","August","4.5","IN",NA,NA
"2015","M09","September","4.1","IN","3",NA
"2015","M10","October","4.3","IN",NA,NA
"2015","M11","November","4.5","IN",NA,NA
"2015","M12","December","4.5","IN","4","1"
"2016","M01","January","5.1","IN",NA,NA
"2016","M02","February","5.1","IN",NA,NA
"2016","M03","March","5.1","IN","1",NA
"2016","M04","April","4.4","IN",NA,NA
"2016","M05","May","4.1","IN",NA,NA
"2016","M06","June","4.6","IN","2",NA
"2016","M07","July","4.5","IN",NA,NA
"2016","M08","August","4.4","IN",NA,NA
"2016","M09","September","4.0","IN","3",NA
"2016","M10","October","4.0","IN",NA,NA
"2016","M11","November","3.9","IN",NA,NA
"2016","M12","December","3.9","IN","4","1"
"2017","M01","January","4.6","IN",NA,NA
"2017","M02","February","4.3","IN",NA,NA
"2017","M03","March","3.7","IN","1",NA
"2017","M04","April","2.9","IN",NA,NA
"2017","M05","May","3.2","IN",NA,NA
"2017","M06","June","3.5","IN","2",NA
"2017","M07","July","3.7","IN",NA,NA
"2017","M08","August","4.0","IN",NA,NA
"2017","M09","September","3.3","IN","3",NA
"2017","M10","October","3.2","IN",NA,NA
"2017","M11","November","3.3","IN",NA,NA
"2017","M12","December","3.1","IN","4","1"
"2018","M01","January","3.7","IN",NA,NA
"2018","M02","February","3.8","IN",NA,NA
"2018","M03","March","3.6","IN","1",NA
"2018","M04","April","3.1","IN",NA,NA
"2018","M05","May","3.2","IN",NA,NA
"2018","M06","June","3.8","IN","2",NA
"2018","M07","July","3.6","IN",NA,NA
"2018","M08","August","3.6","IN",NA,NA
"2018","M09","September","3.1","IN","3",NA
"2018","M10","October","3.4","IN",NA,NA
"2018","M11","November","3.4","IN",NA,NA
"2018","M12","December","3.5","IN","4","1"
"2019","M01","January","4.2","IN",NA,NA
"2019","M02","February","3.9","IN",NA,NA
"2019","M03","March","3.7","IN","1",NA
"2019","M04","April","2.9","IN",NA,NA
"2019","M05","May","3.0","IN",NA,NA
"2019","M06","June","3.3","IN","2",NA
"2019","M07","July","3.5","IN",NA,NA
"2019","M08","August","3.4","IN",NA,NA
"2019","M09","September","2.8","IN","3",NA
"2019","M10","October","3.0","IN",NA,NA
"2019","M11","November","3.1","IN",NA,NA
"2019","M12","December","3.0","IN","4","1"
"2020","M01","January","3.6","IN",NA,NA
"2020","M02","February","3.4","IN",NA,NA
"2020","M03","March","3.2","IN","1",NA
"2020","M04","April","17.0","IN",NA,NA
"2020","M05","May","11.9","IN",NA,NA
"2020","M06","June","11.1","IN","2",NA
"2020","M07","July","8.0","IN",NA,NA
"2020","M08","August","6.5","IN",NA,NA
"2020","M09","September","true","IN","3",NA
"1976","M01","January","5.0","KS",NA,NA
"1976","M02","February","4.7","KS",NA,NA
"1976","M03","March","4.5","KS","1",NA
"1976","M04","April","4.2","KS",NA,NA
"1976","M05","May","3.7","KS",NA,NA
"1976","M06","June","4.8","KS","2",NA
"1976","M07","July","4.2","KS",NA,NA
"1976","M08","August","4.3","KS",NA,NA
"1976","M09","September","3.7","KS","3",NA
"1976","M10","October","3.7","KS",NA,NA
"1976","M11","November","3.7","KS",NA,NA
"1976","M12","December","4.0","KS","4","1"
"1977","M01","January","4.8","KS",NA,NA
"1977","M02","February","4.6","KS",NA,NA
"1977","M03","March","4.4","KS","1",NA
"1977","M04","April","3.9","KS",NA,NA
"1977","M05","May","3.5","KS",NA,NA
"1977","M06","June","4.5","KS","2",NA
"1977","M07","July","4.0","KS",NA,NA
"1977","M08","August","4.0","KS",NA,NA
"1977","M09","September","3.4","KS","3",NA
"1977","M10","October","3.5","KS",NA,NA
"1977","M11","November","3.3","KS",NA,NA
"1977","M12","December","3.1","KS","4","1"
"1978","M01","January","3.8","KS",NA,NA
"1978","M02","February","4.0","KS",NA,NA
"1978","M03","March","3.7","KS","1",NA
"1978","M04","April","3.0","KS",NA,NA
"1978","M05","May","2.6","KS",NA,NA
"1978","M06","June","3.4","KS","2",NA
"1978","M07","July","3.1","KS",NA,NA
"1978","M08","August","3.1","KS",NA,NA
"1978","M09","September","2.6","KS","3",NA
"1978","M10","October","2.7","KS",NA,NA
"1978","M11","November","2.7","KS",NA,NA
"1978","M12","December","2.8","KS","4","1"
"1979","M01","January","3.4","KS",NA,NA
"1979","M02","February","3.5","KS",NA,NA
"1979","M03","March","3.3","KS","1",NA
"1979","M04","April","3.0","KS",NA,NA
"1979","M05","May","2.7","KS",NA,NA
"1979","M06","June","3.6","KS","2",NA
"1979","M07","July","3.4","KS",NA,NA
"1979","M08","August","3.5","KS",NA,NA
"1979","M09","September","3.1","KS","3",NA
"1979","M10","October","3.1","KS",NA,NA
"1979","M11","November","2.9","KS",NA,NA
"1979","M12","December","3.0","KS","4","1"
"1980","M01","January","4.0","KS",NA,NA
"1980","M02","February","4.2","KS",NA,NA
"1980","M03","March","4.1","KS","1",NA
"1980","M04","April","4.3","KS",NA,NA
"1980","M05","May","4.3","KS",NA,NA
"1980","M06","June","5.2","KS","2",NA
"1980","M07","July","5.0","KS",NA,NA
"1980","M08","August","5.0","KS",NA,NA
"1980","M09","September","4.4","KS","3",NA
"1980","M10","October","4.4","KS",NA,NA
"1980","M11","November","4.3","KS",NA,NA
"1980","M12","December","4.2","KS","4","1"
"1981","M01","January","4.9","KS",NA,NA
"1981","M02","February","4.8","KS",NA,NA
"1981","M03","March","4.5","KS","1",NA
"1981","M04","April","4.1","KS",NA,NA
"1981","M05","May","3.9","KS",NA,NA
"1981","M06","June","4.5","KS","2",NA
"1981","M07","July","4.0","KS",NA,NA
"1981","M08","August","4.1","KS",NA,NA
"1981","M09","September","3.9","KS","3",NA
"1981","M10","October","4.3","KS",NA,NA
"1981","M11","November","4.2","KS",NA,NA
"1981","M12","December","4.5","KS","4","1"
"1982","M01","January","5.4","KS",NA,NA
"1982","M02","February","5.5","KS",NA,NA
"1982","M03","March","5.7","KS","1",NA
"1982","M04","April","5.6","KS",NA,NA
"1982","M05","May","5.7","KS",NA,NA
"1982","M06","June","6.7","KS","2",NA
"1982","M07","July","6.6","KS",NA,NA
"1982","M08","August","7.1","KS",NA,NA
"1982","M09","September","6.8","KS","3",NA
"1982","M10","October","6.7","KS",NA,NA
"1982","M11","November","6.7","KS",NA,NA
"1982","M12","December","6.7","KS","4","1"
"1983","M01","January","7.4","KS",NA,NA
"1983","M02","February","7.1","KS",NA,NA
"1983","M03","March","6.8","KS","1",NA
"1983","M04","April","6.1","KS",NA,NA
"1983","M05","May","5.7","KS",NA,NA
"1983","M06","June","6.2","KS","2",NA
"1983","M07","July","5.6","KS",NA,NA
"1983","M08","August","5.4","KS",NA,NA
"1983","M09","September","5.2","KS","3",NA
"1983","M10","October","5.1","KS",NA,NA
"1983","M11","November","5.0","KS",NA,NA
"1983","M12","December","4.9","KS","4","1"
"1984","M01","January","5.7","KS",NA,NA
"1984","M02","February","5.4","KS",NA,NA
"1984","M03","March","5.3","KS","1",NA
"1984","M04","April","5.1","KS",NA,NA
"1984","M05","May","4.6","KS",NA,NA
"1984","M06","June","5.0","KS","2",NA
"1984","M07","July","4.7","KS",NA,NA
"1984","M08","August","5.0","KS",NA,NA
"1984","M09","September","4.5","KS","3",NA
"1984","M10","October","4.6","KS",NA,NA
"1984","M11","November","4.5","KS",NA,NA
"1984","M12","December","4.4","KS","4","1"
"1985","M01","January","5.6","KS",NA,NA
"1985","M02","February","5.5","KS",NA,NA
"1985","M03","March","5.4","KS","1",NA
"1985","M04","April","4.9","KS",NA,NA
"1985","M05","May","4.6","KS",NA,NA
"1985","M06","June","5.2","KS","2",NA
"1985","M07","July","5.0","KS",NA,NA
"1985","M08","August","5.1","KS",NA,NA
"1985","M09","September","4.8","KS","3",NA
